Course ID,Topic Name,Topic Link
47814,Newton,http%3A%2F%2Fdbpedia.org%2Fresource%2FIsaac_Newton
47814,microwave,http%3A%2F%2Fdbpedia.org%2Fresource%2FMicrowave
48373,biophysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiophysics
48373,fluid dynamics,http%3A%2F%2Fdbpedia.org%2Fresource%2FFluid_dynamics
48373,biophysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiophysics
48374,medical imaging,http%3A%2F%2Fdbpedia.org%2Fresource%2FMedical_imaging
48374,nuclear medicine,http%3A%2F%2Fdbpedia.org%2Fresource%2FNuclear_medicine
48374,ultrasound,http%3A%2F%2Fdbpedia.org%2Fresource%2FMedical_ultrasound
48374,electrophysiology,http%3A%2F%2Fdbpedia.org%2Fresource%2FElectrophysiology
49631,physics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhysics
49631,quantum,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuantum
49631,physics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPhysics
27590,climate change,http%3A%2F%2Fdbpedia.org%2Fresource%2FClimate_change
27590,biodiversity,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiodiversity
27591,terrorism,http%3A%2F%2Fdbpedia.org%2Fresource%2FTerrorism
27591,terrorism,http%3A%2F%2Fdbpedia.org%2Fresource%2FTerrorism
27600,human rights,http%3A%2F%2Fdbpedia.org%2Fresource%2FHuman_rights
27600,international,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternational_law
27600,human rights,http%3A%2F%2Fdbpedia.org%2Fresource%2FHuman_rights
27662,civil liberties,http%3A%2F%2Fdbpedia.org%2Fresource%2FCivil_liberties
27685,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
27685,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
27685,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
27685,civil law,http%3A%2F%2Fdbpedia.org%2Fresource%2FPrivate_law
27699,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
27699,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
27700,China,http%3A%2F%2Fdbpedia.org%2Fresource%2FChina
27700,China,http%3A%2F%2Fdbpedia.org%2Fresource%2FChina
27704,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
27704,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
27704,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
27705,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
27708,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
27749,Northern Ireland,http%3A%2F%2Fdbpedia.org%2Fresource%2FNorthern_Ireland
27749,Northern Ireland,http%3A%2F%2Fdbpedia.org%2Fresource%2FNorthern_Ireland
27749,Stormont Parliament,http%3A%2F%2Fdbpedia.org%2Fresource%2FParliament_of_Northern_Ireland
27749,Westminster,http%3A%2F%2Fdbpedia.org%2Fresource%2FParliament_of_the_United_Kingdom
27749,Good Friday Agreement,http%3A%2F%2Fdbpedia.org%2Fresource%2FGood_Friday_Agreement
27749,Good Friday Agreement,http%3A%2F%2Fdbpedia.org%2Fresource%2FGood_Friday_Agreement
27752,Central America,http%3A%2F%2Fdbpedia.org%2Fresource%2FCentral_America
27752,Caribbean,http%3A%2F%2Fdbpedia.org%2Fresource%2FCaribbean
28726,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
28726,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
28726,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
28748,MOTIVA,http%3A%2F%2Fdbpedia.org%2Fresource%2FMotiva_Enterprises
28753,interact,http%3A%2F%2Fdbpedia.org%2Fresource%2FInteraction
28849,developmental psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FDevelopmental_psychology
28887,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
28887,applied psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FApplied_psychology
28887,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
28963,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
28963,psychopathology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychopathology
28966,personality psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPersonality_psychology
28985,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
28985,psychosomatic,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychosomatic_medicine
28987,endocrine,http%3A%2F%2Fdbpedia.org%2Fresource%2FEndocrine_system
28987,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
28987,post-traumatic stress,http%3A%2F%2Fdbpedia.org%2Fresource%2FPosttraumatic_stress_disorder
47314,cognitive science,http%3A%2F%2Fdbpedia.org%2Fresource%2FCognitive_science
47314,neuroscience,http%3A%2F%2Fdbpedia.org%2Fresource%2FNeuroscience
29774,Hinduism,http%3A%2F%2Fdbpedia.org%2Fresource%2FHinduism
29774,Hinduism,http%3A%2F%2Fdbpedia.org%2Fresource%2FHinduism
29774,Hindu,http%3A%2F%2Fdbpedia.org%2Fresource%2FHinduism
29774,metaphysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetaphysics
29774,Upanishads,http%3A%2F%2Fdbpedia.org%2Fresource%2FUpanishads
29774,karma,http%3A%2F%2Fdbpedia.org%2Fresource%2FKarma
29774,moksha,http%3A%2F%2Fdbpedia.org%2Fresource%2FMoksha
29810,Iran,http%3A%2F%2Fdbpedia.org%2Fresource%2FIran
29810,Iran,http%3A%2F%2Fdbpedia.org%2Fresource%2FIran
29812,CHRISTIANITY IN THE UNITED STATES,http%3A%2F%2Fdbpedia.org%2Fresource%2FChristianity_in_the_United_States
29812,Pentecostalism,http%3A%2F%2Fdbpedia.org%2Fresource%2FPentecostalism
29820,Spain,http%3A%2F%2Fdbpedia.org%2Fresource%2FSpain
29820,China,http%3A%2F%2Fdbpedia.org%2Fresource%2FChina
29820,Ottoman,http%3A%2F%2Fdbpedia.org%2Fresource%2FOttoman_Empire
29820,Safavid,http%3A%2F%2Fdbpedia.org%2Fresource%2FSafavid_dynasty
29820,Mughal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMughal_Empire
29821,Sufi,http%3A%2F%2Fdbpedia.org%2Fresource%2FSufism
29821,Sufism,http%3A%2F%2Fdbpedia.org%2Fresource%2FSufism
29821,Sufi,http%3A%2F%2Fdbpedia.org%2Fresource%2FSufism
29847,Holocaust,http%3A%2F%2Fdbpedia.org%2Fresource%2FThe_Holocaust
29847,Holocaust,http%3A%2F%2Fdbpedia.org%2Fresource%2FThe_Holocaust
29847,Israel,http%3A%2F%2Fdbpedia.org%2Fresource%2FIsrael
29847,human events,http%3A%2F%2Fdbpedia.org%2Fresource%2FHuman_Events
29867,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
29868,anthropology,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnthropology
29869,China,http%3A%2F%2Fdbpedia.org%2Fresource%2FHistory_of_China
29869,China,http%3A%2F%2Fdbpedia.org%2Fresource%2FHistory_of_China
29869,Daoism,http%3A%2F%2Fdbpedia.org%2Fresource%2FTaoism
29869,Confucianism,http%3A%2F%2Fdbpedia.org%2Fresource%2FConfucianism
29869,Buddhism,http%3A%2F%2Fdbpedia.org%2Fresource%2FChinese_Buddhism
29873,MAHAYANA,http%3A%2F%2Fdbpedia.org%2Fresource%2FMahayana
29875,Gregorian chant,http%3A%2F%2Fdbpedia.org%2Fresource%2FGregorian_chant
29875,Sikh,http%3A%2F%2Fdbpedia.org%2Fresource%2FSikhism
29875,Tibetan chant,http%3A%2F%2Fdbpedia.org%2Fresource%2FMusic_of_Tibet
29875,Bach,http%3A%2F%2Fdbpedia.org%2Fresource%2FJohann_Sebastian_Bach
29884,immortality,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmortality
29888,RELIGION IN CANADA,http%3A%2F%2Fdbpedia.org%2Fresource%2FReligion_in_Canada
29888,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
29889,William James,http%3A%2F%2Fdbpedia.org%2Fresource%2FWilliam_James
29889,Freud,http%3A%2F%2Fdbpedia.org%2Fresource%2FSigmund_Freud
29889,Jung,http%3A%2F%2Fdbpedia.org%2Fresource%2FCarl_Jung
29900,Judaism,http%3A%2F%2Fdbpedia.org%2Fresource%2FJudaism
30252,gnosticism,http%3A%2F%2Fdbpedia.org%2Fresource%2FGnosticism
30345,RABBINIC JUDAISM,http%3A%2F%2Fdbpedia.org%2Fresource%2FRabbinic_Judaism
48822,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
31497,sociology,http%3A%2F%2Fdbpedia.org%2Fresource%2FSociology
31497,anthropology,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnthropology
31500,employment equity,http%3A%2F%2Fdbpedia.org%2Fresource%2FAffirmative_action
31520,social forces,http%3A%2F%2Fdbpedia.org%2Fresource%2FSocial_Forces
31581,multivariate analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FMultivariate_analysis
31586,library,http%3A%2F%2Fdbpedia.org%2Fresource%2FLibrary
31611,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
31611,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
31629,QUEBEC,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
42537,Australia,http%3A%2F%2Fdbpedia.org%2Fresource%2FAustralia
42537,New Zealand,http%3A%2F%2Fdbpedia.org%2Fresource%2FNew_Zealand
47083,HIV,http%3A%2F%2Fdbpedia.org%2Fresource%2FHIV
47083,AIDS,http%3A%2F%2Fdbpedia.org%2Fresource%2FHIV
47083,biology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiology
47083,HIV,http%3A%2F%2Fdbpedia.org%2Fresource%2FHIV
48301,sociology,http%3A%2F%2Fdbpedia.org%2Fresource%2FSociology
48773,Third World,http%3A%2F%2Fdbpedia.org%2Fresource%2FThird_World
32006,Hoare,http%3A%2F%2Fdbpedia.org%2Fresource%2FTony_Hoare
32008,software engineering,http%3A%2F%2Fdbpedia.org%2Fresource%2FSoftware_engineering
32010,Unified Modelling Language,http%3A%2F%2Fdbpedia.org%2Fresource%2FUnified_Modeling_Language
32010,UML,http%3A%2F%2Fdbpedia.org%2Fresource%2FUnified_Modeling_Language
32010,Object-oriented design,http%3A%2F%2Fdbpedia.org%2Fresource%2FObject-oriented_design
32010,polymorphism,http%3A%2F%2Fdbpedia.org%2Fresource%2FSingle-nucleotide_polymorphism
32010,Design rationale,http%3A%2F%2Fdbpedia.org%2Fresource%2FDesign_rationale
32010,Test-driven development,http%3A%2F%2Fdbpedia.org%2Fresource%2FTest-driven_development
32011,object-oriented,http%3A%2F%2Fdbpedia.org%2Fresource%2FObject-oriented_programming
32012,regression testing,http%3A%2F%2Fdbpedia.org%2Fresource%2FRegression_testing
32012,Test,http%3A%2F%2Fdbpedia.org%2Fresource%2FTest_cricket
32012,software reliability,http%3A%2F%2Fdbpedia.org%2Fresource%2FSoftware_quality
32012,Formal verification,http%3A%2F%2Fdbpedia.org%2Fresource%2FFormal_verification
32012,program verification,http%3A%2F%2Fdbpedia.org%2Fresource%2FFormal_verification
32013,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FComputer_memory
32013,User interface design,http%3A%2F%2Fdbpedia.org%2Fresource%2FUser_interface_design
32013,heuristic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHeuristic
32013,usability engineering,http%3A%2F%2Fdbpedia.org%2Fresource%2FUsability_engineering
32015,Risk management,http%3A%2F%2Fdbpedia.org%2Fresource%2FRisk_management
32015,Project management,http%3A%2F%2Fdbpedia.org%2Fresource%2FProject_management
32015,Internet,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternet
32015,Quality assurance,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuality_assurance
32016,Laplace,http%3A%2F%2Fdbpedia.org%2Fresource%2FLaplace_transform
32016,Computer simulation,http%3A%2F%2Fdbpedia.org%2Fresource%2FComputer_simulation
32017,Hypertext Transfer Protocol (HTTP),http%3A%2F%2Fdbpedia.org%2Fresource%2FHypertext_Transfer_Protocol
32017,DOM,http%3A%2F%2Fdbpedia.org%2Fresource%2FDocument_Object_Model
32017,WEA,http%3A%2F%2Fdbpedia.org%2Fresource%2FWarner_Music_Group
32017,Java,http%3A%2F%2Fdbpedia.org%2Fresource%2FJava_virtual_machine
32017,Java Server Pages,http%3A%2F%2Fdbpedia.org%2Fresource%2FJavaServer_Pages
32021,distributed computing,http%3A%2F%2Fdbpedia.org%2Fresource%2FDistributed_computing
32021,concurrency,http%3A%2F%2Fdbpedia.org%2Fresource%2FConcurrent_computing
32021,Client-server,http%3A%2F%2Fdbpedia.org%2Fresource%2FClient%E2%80%93server_model
32021,interprocess communication,http%3A%2F%2Fdbpedia.org%2Fresource%2FInter-process_communication
32021,remote procedure call,http%3A%2F%2Fdbpedia.org%2Fresource%2FRemote_procedure_call
32021,CORBA,http%3A%2F%2Fdbpedia.org%2Fresource%2FCommon_Object_Request_Broker_Architecture
32021,concurrency control,http%3A%2F%2Fdbpedia.org%2Fresource%2FConcurrency_control
32161,Spain,http%3A%2F%2Fdbpedia.org%2Fresource%2FFrancoist_Spain
32161,Franco,http%3A%2F%2Fdbpedia.org%2Fresource%2FFrancisco_Franco
32175,magical realism,http%3A%2F%2Fdbpedia.org%2Fresource%2FMagic_realism
32175,Allende,http%3A%2F%2Fdbpedia.org%2Fresource%2FSalvador_Allende
32177,Spanish America,http%3A%2F%2Fdbpedia.org%2Fresource%2FHispanic_America
32177,narratology,http%3A%2F%2Fdbpedia.org%2Fresource%2FNarratology
32177,Spanish America,http%3A%2F%2Fdbpedia.org%2Fresource%2FHispanic_America
32191,international,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternational
33562,Kruskal-Wallis,http%3A%2F%2Fdbpedia.org%2Fresource%2FKruskal%E2%80%93Wallis_one-way_analysis_of_variance
33562,Kolmogorov-Smirnov test,http%3A%2F%2Fdbpedia.org%2Fresource%2FKolmogorov%E2%80%93Smirnov_test
33562,chi-square test,http%3A%2F%2Fdbpedia.org%2Fresource%2FChi-squared_test
33562,rank correlation,http%3A%2F%2Fdbpedia.org%2Fresource%2FSpearman%27s_rank_correlation_coefficient
33573,logistic regression,http%3A%2F%2Fdbpedia.org%2Fresource%2FLogistic_regression
33585,QUEBEC,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
33886,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
33993,Pauline,http%3A%2F%2Fdbpedia.org%2Fresource%2FPaul_the_Apostle
34028,Christian Sacraments,http%3A%2F%2Fdbpedia.org%2Fresource%2FSacrament
34028,baptism,http%3A%2F%2Fdbpedia.org%2Fresource%2FBaptism
34028,eucharist,http%3A%2F%2Fdbpedia.org%2Fresource%2FEucharist
34044,euthanasia,http%3A%2F%2Fdbpedia.org%2Fresource%2FEuthanasia
34701,TEACH/LEARN,http%3A%2F%2Fdbpedia.org%2Fresource%2FEducation
34711,Urban planning,http%3A%2F%2Fdbpedia.org%2Fresource%2FUrban_planning
34711,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
34715,Montreal,http%3A%2F%2Fdbpedia.org%2Fresource%2FUrban_agglomeration_of_Montreal
34715,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
34719,Geographic Information Systems (GIS),http%3A%2F%2Fdbpedia.org%2Fresource%2FGeographic_information_system
34719,GIS,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeographic_information_system
34719,ArcGIS,http%3A%2F%2Fdbpedia.org%2Fresource%2FArcGIS
34719,GIS,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeographic_information_system
34720,biodiversity,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiodiversity
34884,Simone de Beauvoir,http%3A%2F%2Fdbpedia.org%2Fresource%2FSimone_de_Beauvoir
34884,Audre Lorde,http%3A%2F%2Fdbpedia.org%2Fresource%2FAudre_Lorde
34884,Gloria Anzaldua,http%3A%2F%2Fdbpedia.org%2Fresource%2FGloria_E._Anzald%C3%BAa
34884,Angela Davis,http%3A%2F%2Fdbpedia.org%2Fresource%2FAngela_Davis
34884,Adrienne Rich,http%3A%2F%2Fdbpedia.org%2Fresource%2FAdrienne_Rich
34884,Monique Wittig,http%3A%2F%2Fdbpedia.org%2Fresource%2FMonique_Wittig
34885,feminism,http%3A%2F%2Fdbpedia.org%2Fresource%2FFeminism
47218,orbital mechanics,http%3A%2F%2Fdbpedia.org%2Fresource%2FOrbital_mechanics
48356,viscosity,http%3A%2F%2Fdbpedia.org%2Fresource%2FViscosity
48356,piston,http%3A%2F%2Fdbpedia.org%2Fresource%2FReciprocating_engine
48356,turboprop,http%3A%2F%2Fdbpedia.org%2Fresource%2FTurboprop
48356,turbojet,http%3A%2F%2Fdbpedia.org%2Fresource%2FTurbojet
48356,turbofan,http%3A%2F%2Fdbpedia.org%2Fresource%2FTurbofan
48356,Advanced aircraft systems,http%3A%2F%2Fdbpedia.org%2Fresource%2FAvionics
800,psychosomatic,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychosomatic_medicine
981,anthropology,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnthropology
981,ANTZ,http%3A%2F%2Fdbpedia.org%2Fresource%2FAntz
1221,corpus linguistics,http%3A%2F%2Fdbpedia.org%2Fresource%2FCorpus_linguistics
40163,biotechnology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiotechnology
40163,biotechnology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiotechnology
3341,Energy conservation,http%3A%2F%2Fdbpedia.org%2Fresource%2FEnergy_conservation
49697,chemical reaction,http%3A%2F%2Fdbpedia.org%2Fresource%2FChemical_reaction
49758,soil mechanics,http%3A%2F%2Fdbpedia.org%2Fresource%2FSoil_mechanics
3693,anatomy,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnatomy
3793,Stoichiometry,http%3A%2F%2Fdbpedia.org%2Fresource%2FStoichiometry
3793,periodic table,http%3A%2F%2Fdbpedia.org%2Fresource%2FPeriodic_table
3793,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
3806,Newman projections,http%3A%2F%2Fdbpedia.org%2Fresource%2FNewman_projection
3806,chirality,http%3A%2F%2Fdbpedia.org%2Fresource%2FChirality
3806,SN1,http%3A%2F%2Fdbpedia.org%2Fresource%2FSubstitution_reaction
3806,SN2,http%3A%2F%2Fdbpedia.org%2Fresource%2FNucleophilic_substitution
3806,organometallic,http%3A%2F%2Fdbpedia.org%2Fresource%2FOrganometallic_chemistry
3868,quantum,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuantum_mechanics
3868,dinger,http%3A%2F%2Fdbpedia.org%2Fresource%2FGlossary_of_baseball_%28D%29
3868,harmonic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHarmonic_oscillator
3868,hydrogen,http%3A%2F%2Fdbpedia.org%2Fresource%2FHydrogen
3868,quantum,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuantum_mechanics
3868,chemical bond,http%3A%2F%2Fdbpedia.org%2Fresource%2FChemical_bond
3868,spectroscopy,http%3A%2F%2Fdbpedia.org%2Fresource%2FSpectroscopy
3870,energetics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEnergetics
3870,protein folding,http%3A%2F%2Fdbpedia.org%2Fresource%2FProtein_folding
3870,ligand,http%3A%2F%2Fdbpedia.org%2Fresource%2FLigand
3918,Nucleic Acid Chemistry,http%3A%2F%2Fdbpedia.org%2Fresource%2FNucleic_acid
3918,acid,http%3A%2F%2Fdbpedia.org%2Fresource%2FAcid
3918,RNA,http%3A%2F%2Fdbpedia.org%2Fresource%2FRNA
3918,DNA,http%3A%2F%2Fdbpedia.org%2Fresource%2FDNA
3918,acid,http%3A%2F%2Fdbpedia.org%2Fresource%2FAcid
3918,DNA,http%3A%2F%2Fdbpedia.org%2Fresource%2FDNA
3918,acid,http%3A%2F%2Fdbpedia.org%2Fresource%2FAcid
3918,oligonucleotide synthesis,http%3A%2F%2Fdbpedia.org%2Fresource%2FOligonucleotide_synthesis
3922,polymer,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolymer
3922,polymer,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolymer
3922,free radical,http%3A%2F%2Fdbpedia.org%2Fresource%2FFree-radical_halogenation
3922,ring opening polymerization,http%3A%2F%2Fdbpedia.org%2Fresource%2FRing-opening_polymerization
3922,radical polymerization,http%3A%2F%2Fdbpedia.org%2Fresource%2FRadical_polymerization
3922,amphiphilic,http%3A%2F%2Fdbpedia.org%2Fresource%2FAmphiphile
3922,materials science,http%3A%2F%2Fdbpedia.org%2Fresource%2FMaterials_science
3927,computational chemistry,http%3A%2F%2Fdbpedia.org%2Fresource%2FComputational_chemistry
3927,molecular mechanics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMolecular_mechanics
3927,quantum chemistry,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuantum_chemistry
3927,molecular dynamics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMolecular_dynamics
3927,DNA,http%3A%2F%2Fdbpedia.org%2Fresource%2FDNA
3927,computational chemistry,http%3A%2F%2Fdbpedia.org%2Fresource%2FComputational_chemistry
4713,Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FGreek_language
4713,Bronze Age,http%3A%2F%2Fdbpedia.org%2Fresource%2FBronze_Age
4713,Alexander,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlexander_the_Great
4713,Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FGreek_language
4713,Athens,http%3A%2F%2Fdbpedia.org%2Fresource%2FAthens
4782,Ancient Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greek
4782,Homer,http%3A%2F%2Fdbpedia.org%2Fresource%2FHomer
4782,Euripides,http%3A%2F%2Fdbpedia.org%2Fresource%2FEuripides
4790,Caesar,http%3A%2F%2Fdbpedia.org%2Fresource%2FJulius_Caesar
4790,Cornelius Nepos,http%3A%2F%2Fdbpedia.org%2Fresource%2FCornelius_Nepos
4790,Cicero,http%3A%2F%2Fdbpedia.org%2Fresource%2FCicero
4790,Pliny,http%3A%2F%2Fdbpedia.org%2Fresource%2FPliny_the_Younger
4791,Catullus,http%3A%2F%2Fdbpedia.org%2Fresource%2FCatullus
4791,Ovid,http%3A%2F%2Fdbpedia.org%2Fresource%2FOvid
4791,Petronius,http%3A%2F%2Fdbpedia.org%2Fresource%2FPetronius
4816,Ancient Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greek
4816,Herodotus,http%3A%2F%2Fdbpedia.org%2Fresource%2FHerodotus
4816,Thucydides,http%3A%2F%2Fdbpedia.org%2Fresource%2FThucydides
4816,Plato,http%3A%2F%2Fdbpedia.org%2Fresource%2FPlato
4816,Demosthenes,http%3A%2F%2Fdbpedia.org%2Fresource%2FDemosthenes
4816,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
47231,Ancient Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greek
47231,ancient Greek grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greek_grammar
47232,Classical Latin,http%3A%2F%2Fdbpedia.org%2Fresource%2FClassical_Latin
47232,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
47237,Greece,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greece
47237,Bronze Age,http%3A%2F%2Fdbpedia.org%2Fresource%2FBronze_Age
47237,Hellenistic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHellenistic_period
47238,Archaic Greece,http%3A%2F%2Fdbpedia.org%2Fresource%2FArchaic_Greece
48842,Hellenistic,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greek_literature
48842,Hexameter,http%3A%2F%2Fdbpedia.org%2Fresource%2FHexameter
48842,Homer,http%3A%2F%2Fdbpedia.org%2Fresource%2FHomer
48842,Hesiod,http%3A%2F%2Fdbpedia.org%2Fresource%2FHesiod
48842,Homeric Hymns,http%3A%2F%2Fdbpedia.org%2Fresource%2FHomeric_Hymns
48842,Hellenistic,http%3A%2F%2Fdbpedia.org%2Fresource%2FAncient_Greek_literature
48842,Callimachus,http%3A%2F%2Fdbpedia.org%2Fresource%2FCallimachus
48843,Augustan,http%3A%2F%2Fdbpedia.org%2Fresource%2FAugustan_poetry
48843,Empire,http%3A%2F%2Fdbpedia.org%2Fresource%2FRoman_Empire
48843,Virgil,http%3A%2F%2Fdbpedia.org%2Fresource%2FVirgil
48843,Horace,http%3A%2F%2Fdbpedia.org%2Fresource%2FHorace
48843,Propertius,http%3A%2F%2Fdbpedia.org%2Fresource%2FPropertius
48843,Ovid,http%3A%2F%2Fdbpedia.org%2Fresource%2FOvid
5054,octal,http%3A%2F%2Fdbpedia.org%2Fresource%2FOctal
5054,hexadecimal,http%3A%2F%2Fdbpedia.org%2Fresource%2FHexadecimal
5054,Boolean algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FBoolean_algebra
5054,Boolean algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FBoolean_algebra
5054,sequential circuits,http%3A%2F%2Fdbpedia.org%2Fresource%2FSequential_Circuits
5054,sequential circuits,http%3A%2F%2Fdbpedia.org%2Fresource%2FSequential_Circuits
5055,Discrete Mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FDiscrete_mathematics
5055,logical equivalence,http%3A%2F%2Fdbpedia.org%2Fresource%2FLogical_equivalence
5055,set theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FSet_theory
5055,Boolean algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FBoolean_algebra
5055,Boolean algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FBoolean_algebra
5055,recursion,http%3A%2F%2Fdbpedia.org%2Fresource%2FRecursion
5055,function composition,http%3A%2F%2Fdbpedia.org%2Fresource%2FFunction_composition
5055,graph theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGraph_theory
5055,graph theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGraph_theory
5055,Finite-state machines,http%3A%2F%2Fdbpedia.org%2Fresource%2FFinite-state_machine
5067,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FRandom-access_memory
5067,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FRandom-access_memory
5067,Floppy disk,http%3A%2F%2Fdbpedia.org%2Fresource%2FFloppy_disk
5082,genetic programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FGenetic_programming
5082,evolutionary strategies,http%3A%2F%2Fdbpedia.org%2Fresource%2FEvolutionarily_stable_strategy
5082,artificial life,http%3A%2F%2Fdbpedia.org%2Fresource%2FArtificial_life
5082,swarm intelligence,http%3A%2F%2Fdbpedia.org%2Fresource%2FSwarm_intelligence
5082,self-modifying,http%3A%2F%2Fdbpedia.org%2Fresource%2FSelf-modifying_code
5082,tabu search,http%3A%2F%2Fdbpedia.org%2Fresource%2FTabu_search
5082,simulated annealing,http%3A%2F%2Fdbpedia.org%2Fresource%2FSimulated_annealing
5082,deep learning,http%3A%2F%2Fdbpedia.org%2Fresource%2FDeep_learning
5083,OSI,http%3A%2F%2Fdbpedia.org%2Fresource%2FOSI_model
5083,socket programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FComputer_network_programming
5084,VLSI,http%3A%2F%2Fdbpedia.org%2Fresource%2FVery-large-scale_integration
