Course ID,Topic Name,Topic Link
23480,ethology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEthology
23490,Chomsky,http%3A%2F%2Fdbpedia.org%2Fresource%2FNoam_Chomsky
23539,INDO-EUROPEAN STUDIES,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndo-European_studies
23543,Mycenaean Greek,http%3A%2F%2Fdbpedia.org%2Fresource%2FMycenaean_Greek
23543,Mycenaean,http%3A%2F%2Fdbpedia.org%2Fresource%2FMycenaean_Greek
23543,Linear B,http%3A%2F%2Fdbpedia.org%2Fresource%2FLinear_B
23543,Mycenaean,http%3A%2F%2Fdbpedia.org%2Fresource%2FMycenaean_Greek
23543,syllabary,http%3A%2F%2Fdbpedia.org%2Fresource%2FSyllabary
23548,Hittite,http%3A%2F%2Fdbpedia.org%2Fresource%2FHittite_language
23548,Hittite,http%3A%2F%2Fdbpedia.org%2Fresource%2FHittite_language
23548,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
23548,cuneiform,http%3A%2F%2Fdbpedia.org%2Fresource%2FCuneiform_script
23548,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
49207,grammar,http%3A%2F%2Fdbpedia.org%2Fresource%2FGrammar
49207,comparative method,http%3A%2F%2Fdbpedia.org%2Fresource%2FHistorical_linguistics
49208,natural language,http%3A%2F%2Fdbpedia.org%2Fresource%2FNatural_language
23669,postcolonialism,http%3A%2F%2Fdbpedia.org%2Fresource%2FPostcolonialism
23669,economics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEconomics
23670,international,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternational
23672,climate change,http%3A%2F%2Fdbpedia.org%2Fresource%2FClimate_change
23672,biodiversity,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiodiversity
23674,Science Wars,http%3A%2F%2Fdbpedia.org%2Fresource%2FScience_wars
23674,inductive reasoning,http%3A%2F%2Fdbpedia.org%2Fresource%2FInductive_reasoning
23675,biodiversity,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiodiversity
23746,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
23746,contract law,http%3A%2F%2Fdbpedia.org%2Fresource%2FContract
23813,Quebec,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuebec
23972,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
23972,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
48378,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
48378,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
48525,Modern Standard Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FModern_Standard_Arabic
48525,Arabic,http%3A%2F%2Fdbpedia.org%2Fresource%2FArabic
48525,intermediate language,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntermediate_representation
24024,Canadian nationalism,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanadian_nationalism
24024,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
47977,obesity,http%3A%2F%2Fdbpedia.org%2Fresource%2FObesity
24139,biology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBiology
24139,game theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FGame_theory
24139,decision analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FDecision_analysis
24139,stability theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FStability_theory
24140,symbolic computation,http%3A%2F%2Fdbpedia.org%2Fresource%2FSymbolic_computation
24140,number theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FNumber_theory
24140,combinatorics,http%3A%2F%2Fdbpedia.org%2Fresource%2FCombinatorics
24140,Chinese remainder theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FChinese_remainder_theorem
24140,polynomial,http%3A%2F%2Fdbpedia.org%2Fresource%2FPolynomial
24140,coding theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FCoding_theory
24140,cryptography,http%3A%2F%2Fdbpedia.org%2Fresource%2FCryptography
24142,quadrature,http%3A%2F%2Fdbpedia.org%2Fresource%2FNumerical_integration
24142,numerical integration,http%3A%2F%2Fdbpedia.org%2Fresource%2FNumerical_integration
24143,compound interest,http%3A%2F%2Fdbpedia.org%2Fresource%2FCompound_interest
41658,TIME,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime_%28magazine%29
41744,TIME,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime_%28magazine%29
46916,PROB,http%3A%2F%2Fdbpedia.org%2Fresource%2FProB
46918,PROB,http%3A%2F%2Fdbpedia.org%2Fresource%2FProB
49590,functional analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FFunctional_analysis
49590,Birkhoff Ergodic Theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FErgodic_theory
24431,Algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlgebra
24435,Algebra,http%3A%2F%2Fdbpedia.org%2Fresource%2FAlgebra
24435,binomial theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FBinomial_theorem
24435,mathematical induction,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematical_induction
24439,Implicit differentiation,http%3A%2F%2Fdbpedia.org%2Fresource%2FImplicit_function
24439,Maxima,http%3A%2F%2Fdbpedia.org%2Fresource%2FNissan_Maxima
24441,geometry,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeometry
24441,quadratic form,http%3A%2F%2Fdbpedia.org%2Fresource%2FQuadratic_form
24442,definite integral,http%3A%2F%2Fdbpedia.org%2Fresource%2FIntegral
24442,Infinite series,http%3A%2F%2Fdbpedia.org%2Fresource%2FSeries_%28mathematics%29
24442,theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FTheorem
24448,John Molson,http%3A%2F%2Fdbpedia.org%2Fresource%2FJohn_Molson
24448,Gaussian elimination,http%3A%2F%2Fdbpedia.org%2Fresource%2FGaussian_elimination
24448,input-output analysis,http%3A%2F%2Fdbpedia.org%2Fresource%2FInput%E2%80%93output_model
24448,compound interest,http%3A%2F%2Fdbpedia.org%2Fresource%2FCompound_interest
24448,binomial theorem,http%3A%2F%2Fdbpedia.org%2Fresource%2FBinomial_theorem
24448,linear programming,http%3A%2F%2Fdbpedia.org%2Fresource%2FLinear_programming
25309,Mechanical Engineering,http%3A%2F%2Fdbpedia.org%2Fresource%2FMechanical_engineering
25309,Orthographic projection,http%3A%2F%2Fdbpedia.org%2Fresource%2FOrthographic_projection
25313,metrology,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetrology
25313,welding,http%3A%2F%2Fdbpedia.org%2Fresource%2FWelding
25322,ideal gas,http%3A%2F%2Fdbpedia.org%2Fresource%2FIdeal_gas
25322,gas turbine,http%3A%2F%2Fdbpedia.org%2Fresource%2FGas_turbine
25325,FET,http%3A%2F%2Fdbpedia.org%2Fresource%2FField-effect_transistor
25326,MATLAB,http%3A%2F%2Fdbpedia.org%2Fresource%2FMATLAB
25326,Simulink,http%3A%2F%2Fdbpedia.org%2Fresource%2FSimulink
25326,Time,http%3A%2F%2Fdbpedia.org%2Fresource%2FTime
25327,Frequency response,http%3A%2F%2Fdbpedia.org%2Fresource%2FFrequency_response
25327,Matlab,http%3A%2F%2Fdbpedia.org%2Fresource%2FMATLAB
25327,Simulink,http%3A%2F%2Fdbpedia.org%2Fresource%2FSimulink
25331,Mechanical Engineering,http%3A%2F%2Fdbpedia.org%2Fresource%2FMechanical_engineering
25349,kinematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FKinematics
25352,boiling heat transfer,http%3A%2F%2Fdbpedia.org%2Fresource%2FHeat_transfer
25352,convection,http%3A%2F%2Fdbpedia.org%2Fresource%2FConvection
25352,convection,http%3A%2F%2Fdbpedia.org%2Fresource%2FConvection
25352,Mass transfer,http%3A%2F%2Fdbpedia.org%2Fresource%2FMass_transfer
25357,supersonic,http%3A%2F%2Fdbpedia.org%2Fresource%2FSupersonic_speed
25457,Metal matrix composites,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetal_matrix_composite
48545,piezoelectric,http%3A%2F%2Fdbpedia.org%2Fresource%2FPiezoelectricity
48545,piezoelectric,http%3A%2F%2Fdbpedia.org%2Fresource%2FPiezoelectricity
48545,shape memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FShape-memory_alloy
48545,shape memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FShape-memory_alloy
48774,mathematics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMathematics
48774,artificial intelligence,http%3A%2F%2Fdbpedia.org%2Fresource%2FArtificial_intelligence
48774,cloud computing,http%3A%2F%2Fdbpedia.org%2Fresource%2FCloud_computing
25655,loudspeaker,http%3A%2F%2Fdbpedia.org%2Fresource%2FLoudspeaker
25928,LINEAR,http%3A%2F%2Fdbpedia.org%2Fresource%2FLincoln_Near-Earth_Asteroid_Research
26074,MUSIC I,http%3A%2F%2Fdbpedia.org%2Fresource%2FMUSIC-N
26205,semiology,http%3A%2F%2Fdbpedia.org%2Fresource%2FSemiotics
26205,hermeneutics,http%3A%2F%2Fdbpedia.org%2Fresource%2FHermeneutics
26206,harmonic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHarmony
26210,classical,http%3A%2F%2Fdbpedia.org%2Fresource%2FClassical_music
26210,contemporary art,http%3A%2F%2Fdbpedia.org%2Fresource%2FContemporary_art
26221,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
47779,semiotics,http%3A%2F%2Fdbpedia.org%2Fresource%2FSemiotics
47781,critical theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FCritical_theory
47781,feminism,http%3A%2F%2Fdbpedia.org%2Fresource%2FFeminist_theory
47781,queer theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FQueer_theory
26493,predicate logic,http%3A%2F%2Fdbpedia.org%2Fresource%2FFirst-order_logic
26493,logical form,http%3A%2F%2Fdbpedia.org%2Fresource%2FLogical_form
26493,logical truth,http%3A%2F%2Fdbpedia.org%2Fresource%2FLogical_truth
26495,scientific method,http%3A%2F%2Fdbpedia.org%2Fresource%2FScientific_method
26509,virtue ethics,http%3A%2F%2Fdbpedia.org%2Fresource%2FVirtue_ethics
26509,Aristotle,http%3A%2F%2Fdbpedia.org%2Fresource%2FAristotle
26509,deontology,http%3A%2F%2Fdbpedia.org%2Fresource%2FDeontological_ethics
26509,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
26509,utilitarianism,http%3A%2F%2Fdbpedia.org%2Fresource%2FUtilitarianism
26509,abortion,http%3A%2F%2Fdbpedia.org%2Fresource%2FAbortion
26509,international,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternational_law
26511,euthanasia,http%3A%2F%2Fdbpedia.org%2Fresource%2FEuthanasia
26511,abortion,http%3A%2F%2Fdbpedia.org%2Fresource%2FAbortion
26511,genetic engineering,http%3A%2F%2Fdbpedia.org%2Fresource%2FGenetic_engineering
26512,Environmental Ethics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEnvironmental_ethics
26512,climate change,http%3A%2F%2Fdbpedia.org%2Fresource%2FClimate_change
26514,human rights,http%3A%2F%2Fdbpedia.org%2Fresource%2FHuman_rights
26514,human rights,http%3A%2F%2Fdbpedia.org%2Fresource%2FHuman_rights
26523,Plato,http%3A%2F%2Fdbpedia.org%2Fresource%2FPlato
26523,Plato,http%3A%2F%2Fdbpedia.org%2Fresource%2FPlato
26524,Aristotle,http%3A%2F%2Fdbpedia.org%2Fresource%2FAristotle
26524,Hellenistic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHellenistic_period
26524,Aristotle,http%3A%2F%2Fdbpedia.org%2Fresource%2FAristotle
26524,Hellenistic philosophy,http%3A%2F%2Fdbpedia.org%2Fresource%2FHellenistic_philosophy
26524,Stoicism,http%3A%2F%2Fdbpedia.org%2Fresource%2FStoicism
26524,Epicureanism,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpicureanism
26525,Epistemology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpistemology
26525,epistemology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpistemology
26526,Metaphysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetaphysics
26526,metaphysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetaphysics
26531,postmodern,http%3A%2F%2Fdbpedia.org%2Fresource%2FPostmodernism
26531,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
26531,Nietzsche,http%3A%2F%2Fdbpedia.org%2Fresource%2FFriedrich_Nietzsche
26531,Foucault,http%3A%2F%2Fdbpedia.org%2Fresource%2FMichel_Foucault
26531,empiricism,http%3A%2F%2Fdbpedia.org%2Fresource%2FEmpiricism
26531,existentialism,http%3A%2F%2Fdbpedia.org%2Fresource%2FExistentialism
26531,post-structuralism,http%3A%2F%2Fdbpedia.org%2Fresource%2FPost-structuralism
26584,deontology,http%3A%2F%2Fdbpedia.org%2Fresource%2FDeontological_ethics
26584,utilitarianism,http%3A%2F%2Fdbpedia.org%2Fresource%2FUtilitarianism
26602,multiculturalism,http%3A%2F%2Fdbpedia.org%2Fresource%2FMulticulturalism
26612,Augustine,http%3A%2F%2Fdbpedia.org%2Fresource%2FAugustine_of_Hippo
26612,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
26612,Hegel,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeorg_Wilhelm_Friedrich_Hegel
26612,Marx,http%3A%2F%2Fdbpedia.org%2Fresource%2FKarl_Marx
26612,Popper,http%3A%2F%2Fdbpedia.org%2Fresource%2FKarl_Popper
26621,Descartes,http%3A%2F%2Fdbpedia.org%2Fresource%2FRen%C3%A9_Descartes
26621,Spinoza,http%3A%2F%2Fdbpedia.org%2Fresource%2FBaruch_Spinoza
26621,Conway,http%3A%2F%2Fdbpedia.org%2Fresource%2FJohn_Horton_Conway
26621,Malebranche,http%3A%2F%2Fdbpedia.org%2Fresource%2FNicolas_Malebranche
26621,Leibniz,http%3A%2F%2Fdbpedia.org%2Fresource%2FGottfried_Wilhelm_Leibniz
26624,Leibniz,http%3A%2F%2Fdbpedia.org%2Fresource%2FGottfried_Wilhelm_Leibniz
26624,Masham,http%3A%2F%2Fdbpedia.org%2Fresource%2FMasham
26624,Berkeley,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeorge_Berkeley
26624,Hume,http%3A%2F%2Fdbpedia.org%2Fresource%2FDavid_Hume
26624,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
26629,Epistemology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpistemology
26629,epistemology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpistemology
26629,epistemology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpistemology
26661,Marxism,http%3A%2F%2Fdbpedia.org%2Fresource%2FMarxism
26663,Existentialism,http%3A%2F%2Fdbpedia.org%2Fresource%2FExistentialism
26663,Nietzsche,http%3A%2F%2Fdbpedia.org%2Fresource%2FFriedrich_Nietzsche
26663,Heidegger,http%3A%2F%2Fdbpedia.org%2Fresource%2FMartin_Heidegger
26663,Sartre,http%3A%2F%2Fdbpedia.org%2Fresource%2FJean-Paul_Sartre
26663,Merleau-Ponty,http%3A%2F%2Fdbpedia.org%2Fresource%2FMaurice_Merleau-Ponty
26664,Epistemology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpistemology
26664,artificial intelligence,http%3A%2F%2Fdbpedia.org%2Fresource%2FArtificial_intelligence
26760,Aristotle,http%3A%2F%2Fdbpedia.org%2Fresource%2FAristotle
26760,Aristotle,http%3A%2F%2Fdbpedia.org%2Fresource%2FAristotle
26762,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
26762,Kant,http%3A%2F%2Fdbpedia.org%2Fresource%2FImmanuel_Kant
26764,analytic philosophy,http%3A%2F%2Fdbpedia.org%2Fresource%2FAnalytic_philosophy
26890,Metaphysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetaphysics
48776,alternative logics,http%3A%2F%2Fdbpedia.org%2Fresource%2FClassical_logic
49239,human rights,http%3A%2F%2Fdbpedia.org%2Fresource%2FHuman_rights
49239,global justice,http%3A%2F%2Fdbpedia.org%2Fresource%2FGlobal_justice
49240,Galileo,http%3A%2F%2Fdbpedia.org%2Fresource%2FGalileo_Galilei
49240,Scientific Revolution,http%3A%2F%2Fdbpedia.org%2Fresource%2FScientific_revolution
49240,Rationalism,http%3A%2F%2Fdbpedia.org%2Fresource%2FRationalism
49240,Descartes,http%3A%2F%2Fdbpedia.org%2Fresource%2FRen%C3%A9_Descartes
49240,Leibniz,http%3A%2F%2Fdbpedia.org%2Fresource%2FGottfried_Wilhelm_Leibniz
49240,Hume,http%3A%2F%2Fdbpedia.org%2Fresource%2FDavid_Hume
49240,Empiricism,http%3A%2F%2Fdbpedia.org%2Fresource%2FEmpiricism
49581,ibn Tufayl,http%3A%2F%2Fdbpedia.org%2Fresource%2FIbn_Tufail
49581,Muhammad Iqbal,http%3A%2F%2Fdbpedia.org%2Fresource%2FMuhammad_Iqbal
49581,Amina Wadud,http%3A%2F%2Fdbpedia.org%2Fresource%2FAmina_Wadud
49581,Kecia Ali,http%3A%2F%2Fdbpedia.org%2Fresource%2FKecia_Ali
49581,Soroush,http%3A%2F%2Fdbpedia.org%2Fresource%2FAbdolkarim_Soroush
49581,cosmology,http%3A%2F%2Fdbpedia.org%2Fresource%2FCosmology
49581,environmental ethics,http%3A%2F%2Fdbpedia.org%2Fresource%2FEnvironmental_ethics
49582,Chinese philosophy,http%3A%2F%2Fdbpedia.org%2Fresource%2FChinese_philosophy
49582,Confucianism,http%3A%2F%2Fdbpedia.org%2Fresource%2FConfucianism
49582,Daoism,http%3A%2F%2Fdbpedia.org%2Fresource%2FTaoism
49582,metaphysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetaphysics
49582,epistemology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpistemology
49584,Metaphysics,http%3A%2F%2Fdbpedia.org%2Fresource%2FMetaphysics
49584,Epistemology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEpistemology
27712,contemporary political theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FContemporary_Political_Theory
27717,Canadian Federalism,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanadian_federalism
27734,Canada,http%3A%2F%2Fdbpedia.org%2Fresource%2FCanada
27736,Hellenistic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHellenistic_period
27736,Hellenistic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHellenistic_period
27736,Roman Republic,http%3A%2F%2Fdbpedia.org%2Fresource%2FRoman_Republic
27736,Empire,http%3A%2F%2Fdbpedia.org%2Fresource%2FRoman_Empire
27771,Fertile Crescent,http%3A%2F%2Fdbpedia.org%2Fresource%2FFertile_Crescent
28856,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
28856,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
28856,psychopathy,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychopathy
28856,insanity defence,http%3A%2F%2Fdbpedia.org%2Fresource%2FInsanity_defense
28983,psychopathology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychopathology
28993,pharmacology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPharmacology
28994,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
28994,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
28994,Aplysia,http%3A%2F%2Fdbpedia.org%2Fresource%2FAplysia
28994,eyeblink conditioning,http%3A%2F%2Fdbpedia.org%2Fresource%2FEyeblink_conditioning
28994,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
28994,hippocampus,http%3A%2F%2Fdbpedia.org%2Fresource%2FHippocampus
28994,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
28994,NMDA receptor,http%3A%2F%2Fdbpedia.org%2Fresource%2FNMDA_receptor
28994,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
28998,neurochemistry,http%3A%2F%2Fdbpedia.org%2Fresource%2FNeurochemistry
28998,neuropharmacology,http%3A%2F%2Fdbpedia.org%2Fresource%2FNeuropharmacology
28998,pharmacology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPharmacology
28998,pharmacokinetics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPharmacokinetics
28998,pharmacodynamics,http%3A%2F%2Fdbpedia.org%2Fresource%2FPharmacodynamics
28998,neuroscience,http%3A%2F%2Fdbpedia.org%2Fresource%2FNeuroscience
28998,psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychology
29000,psychobiology,http%3A%2F%2Fdbpedia.org%2Fresource%2FBehavioral_neuroscience
29000,evolutionary psychology,http%3A%2F%2Fdbpedia.org%2Fresource%2FEvolutionary_psychology
29003,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
29003,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
29003,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
29003,semantic memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FSemantic_memory
29005,language acquisition,http%3A%2F%2Fdbpedia.org%2Fresource%2FLanguage_acquisition
29005,speech perception,http%3A%2F%2Fdbpedia.org%2Fresource%2FSpeech_perception
29006,social cognition,http%3A%2F%2Fdbpedia.org%2Fresource%2FSocial_cognition
29006,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
29007,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
29007,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
45730,cognitive science,http%3A%2F%2Fdbpedia.org%2Fresource%2FCognitive_science
45730,memory,http%3A%2F%2Fdbpedia.org%2Fresource%2FMemory
29769,Judaism,http%3A%2F%2Fdbpedia.org%2Fresource%2FJudaism
29773,Southeast Asia,http%3A%2F%2Fdbpedia.org%2Fresource%2FSoutheast_Asia
29776,foodways,http%3A%2F%2Fdbpedia.org%2Fresource%2FFoodways
29776,foodways,http%3A%2F%2Fdbpedia.org%2Fresource%2FFoodways
29776,Judaism,http%3A%2F%2Fdbpedia.org%2Fresource%2FJudaism
29805,HEBREW BIBLE,http%3A%2F%2Fdbpedia.org%2Fresource%2FHebrew_Bible
29805,Hebrew Bible,http%3A%2F%2Fdbpedia.org%2Fresource%2FHebrew_Bible
29805,Hebrew Bible,http%3A%2F%2Fdbpedia.org%2Fresource%2FHebrew_Bible
29805,Bible,http%3A%2F%2Fdbpedia.org%2Fresource%2FBible
29805,Bible,http%3A%2F%2Fdbpedia.org%2Fresource%2FBible
29816,business ethics,http%3A%2F%2Fdbpedia.org%2Fresource%2FBusiness_ethics
29817,ZOROASTRIANISM,http%3A%2F%2Fdbpedia.org%2Fresource%2FZoroastrianism
29817,Zoroastrianism,http%3A%2F%2Fdbpedia.org%2Fresource%2FZoroastrianism
29817,India,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndia
29817,Judaism,http%3A%2F%2Fdbpedia.org%2Fresource%2FJudaism
29817,Hinduism,http%3A%2F%2Fdbpedia.org%2Fresource%2FHinduism
29817,India,http%3A%2F%2Fdbpedia.org%2Fresource%2FIndia
29817,Zoroastrianism,http%3A%2F%2Fdbpedia.org%2Fresource%2FZoroastrianism
29817,Zoroastrian,http%3A%2F%2Fdbpedia.org%2Fresource%2FZoroastrianism
29837,Holocaust,http%3A%2F%2Fdbpedia.org%2Fresource%2FThe_Holocaust
29837,Holocaust,http%3A%2F%2Fdbpedia.org%2Fresource%2FThe_Holocaust
29837,Holocaust,http%3A%2F%2Fdbpedia.org%2Fresource%2FThe_Holocaust
29838,Mordecai Richler,http%3A%2F%2Fdbpedia.org%2Fresource%2FMordecai_Richler
29838,Leonard Cohen,http%3A%2F%2Fdbpedia.org%2Fresource%2FLeonard_Cohen
29838,Gwethalyn Graham,http%3A%2F%2Fdbpedia.org%2Fresource%2FGwethalyn_Graham
29838,Mavis Gallant,http%3A%2F%2Fdbpedia.org%2Fresource%2FMavis_Gallant
29838,multiculturalism,http%3A%2F%2Fdbpedia.org%2Fresource%2FMulticulturalism
29839,Judaism,http%3A%2F%2Fdbpedia.org%2Fresource%2FJudaism
29839,Bible,http%3A%2F%2Fdbpedia.org%2Fresource%2FBible
29839,Judaism,http%3A%2F%2Fdbpedia.org%2Fresource%2FJudaism
29844,SEPHARDIC JUDAISM,http%3A%2F%2Fdbpedia.org%2Fresource%2FSephardic_law_and_customs
29845,DEAD SEA,http%3A%2F%2Fdbpedia.org%2Fresource%2FDead_Sea_Scrolls
29845,Dead Sea,http%3A%2F%2Fdbpedia.org%2Fresource%2FDead_Sea_Scrolls
29845,Judaism,http%3A%2F%2Fdbpedia.org%2Fresource%2FSecond_Temple_Judaism
29845,The Scrolls,http%3A%2F%2Fdbpedia.org%2Fresource%2FWorks_Progress_Administration_%28musical_group%29
29845,Hellenistic,http%3A%2F%2Fdbpedia.org%2Fresource%2FHellenistic_Judaism
29845,wisdom literature,http%3A%2F%2Fdbpedia.org%2Fresource%2FWisdom_literature
29845,Dead Sea,http%3A%2F%2Fdbpedia.org%2Fresource%2FDead_Sea_Scrolls
29845,Judaism,http%3A%2F%2Fdbpedia.org%2Fresource%2FSecond_Temple_Judaism
29855,Southeast Asia,http%3A%2F%2Fdbpedia.org%2Fresource%2FSoutheast_Asia
29885,Mysticism,http%3A%2F%2Fdbpedia.org%2Fresource%2FMysticism
29904,Tibet,http%3A%2F%2Fdbpedia.org%2Fresource%2FTibet
29904,Southeast Asia,http%3A%2F%2Fdbpedia.org%2Fresource%2FSoutheast_Asia
47200,transfer function,http%3A%2F%2Fdbpedia.org%2Fresource%2FTransfer_function
47200,root-locus,http%3A%2F%2Fdbpedia.org%2Fresource%2FRoot_locus
47200,Matlab,http%3A%2F%2Fdbpedia.org%2Fresource%2FMATLAB
47200,Simulink,http%3A%2F%2Fdbpedia.org%2Fresource%2FSimulink
48357,fluid dynamics,http%3A%2F%2Fdbpedia.org%2Fresource%2FFluid_dynamics
48357,geometry,http%3A%2F%2Fdbpedia.org%2Fresource%2FGeometry
48357,Navier-Stokes equations,http%3A%2F%2Fdbpedia.org%2Fresource%2FNavier%E2%80%93Stokes_equations
48357,User-defined function,http%3A%2F%2Fdbpedia.org%2Fresource%2FUser-defined_function
727,systems theory,http%3A%2F%2Fdbpedia.org%2Fresource%2FSystems_theory
754,FAMILY LIFE EDUCATION,http%3A%2F%2Fdbpedia.org%2Fresource%2FFamily_life_education
754,family life education,http%3A%2F%2Fdbpedia.org%2Fresource%2FFamily_life_education
47816,systems thinking,http%3A%2F%2Fdbpedia.org%2Fresource%2FSystems_theory
48157,teen,http%3A%2F%2Fdbpedia.org%2Fresource%2FAdolescence
48157,sexual diversity,http%3A%2F%2Fdbpedia.org%2Fresource%2FSexual_diversity
48158,bond,http%3A%2F%2Fdbpedia.org%2Fresource%2FHuman_bonding
48164,psychosomatic,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychosomatic_medicine
48747,Organization development,http%3A%2F%2Fdbpedia.org%2Fresource%2FOrganization_development
48819,family life education,http%3A%2F%2Fdbpedia.org%2Fresource%2FFamily_life_education
48819,family life education,http%3A%2F%2Fdbpedia.org%2Fresource%2FFamily_life_education
1013,ethnomedicine,http%3A%2F%2Fdbpedia.org%2Fresource%2FEthnomedicine
1013,psychiatry,http%3A%2F%2Fdbpedia.org%2Fresource%2FPsychiatry
1013,international,http%3A%2F%2Fdbpedia.org%2Fresource%2FInternational
1067,postmodern,http%3A%2F%2Fdbpedia.org%2Fresource%2FPostmodernism
